Game,Game Played,Date,Age,Year,Age(Y),Team,Home Away,Opp,WL,Started,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PM
54,54,2/9/2018,33-041,2018,33,CLE,Away,ATL,W (+16),1,40:43:00,8,20,0.4,0,3,0,6,7,0.857,2,10,12,19,0,0,3,2,22,24.7,12
55,55,2/11/2018,33-043,2018,33,CLE,Away,BOS,W (+22),1,27:54:00,9,20,0.45,2,5,0.4,4,7,0.571,0,8,8,10,1,1,2,1,24,21.1,23
56,56,2/13/2018,33-045,2018,33,CLE,Away,OKC,W (+8),1,39:44:00,14,23,0.609,3,7,0.429,6,10,0.6,0,8,8,8,0,1,5,1,37,28.2,-1
57,57,2/22/2018,33-054,2018,33,CLE,Home,WAS,L (-7),1,36:36:00,13,18,0.722,1,4,0.25,5,9,0.556,1,8,9,8,2,0,4,2,32,28.9,-10
58,58,2/23/2018,33-055,2018,33,CLE,Away,MEM,W (+23),1,36:40:00,7,16,0.438,0,2,0,4,4,1,0,14,14,11,1,0,3,0,18,19.5,18
59,59,2/25/2018,33-057,2018,33,CLE,Home,SAS,L (-16),1,39:58:00,14,25,0.56,2,5,0.4,3,4,0.75,2,11,13,9,1,0,6,3,33,25.5,-8
60,60,2/27/2018,33-059,2018,33,CLE,Home,BRK,W (+6),1,38:46:00,13,25,0.52,2,4,0.5,3,3,1,4,8,12,11,1,0,1,1,31,31.2,2
61,61,3/1/2018,33-061,2018,33,CLE,Home,PHI,L (-11),1,39:02:00,12,24,0.5,2,6,0.333,4,6,0.667,1,8,9,8,1,0,3,2,30,23.1,-8
62,62,3/3/2018,33-063,2018,33,CLE,Home,DEN,L (-9),1,42:23:00,8,19,0.421,1,4,0.25,8,11,0.727,1,9,10,15,2,0,3,2,25,25.8,-6
63,63,3/5/2018,33-065,2018,33,CLE,Home,DET,W (+22),1,28:44:00,11,17,0.647,5,7,0.714,4,6,0.667,2,5,7,7,1,0,3,2,31,27.7,14
64,64,3/7/2018,33-067,2018,33,CLE,Away,DEN,W (+5),1,39:08:00,15,25,0.6,5,8,0.625,4,8,0.5,1,7,8,10,1,0,3,2,39,32.9,8
65,65,3/9/2018,33-069,2018,33,CLE,Away,LAC,L (-14),1,38:53:00,11,20,0.55,3,7,0.429,0,2,0,0,10,10,6,2,3,5,2,25,20.1,-16
66,66,3/11/2018,33-071,2018,33,CLE,Away,LAL,L (-14),1,31:27:00,9,20,0.45,2,8,0.25,4,5,0.8,2,8,10,7,1,1,2,0,24,21.6,-13
67,67,3/13/2018,33-073,2018,33,CLE,Away,PHO,W (+22),1,33:13:00,7,14,0.5,1,2,0.5,13,15,0.867,0,12,12,11,3,2,5,2,28,30.1,23
68,68,3/15/2018,33-075,2018,33,CLE,Away,POR,L (-8),1,41:05:00,15,25,0.6,1,4,0.25,4,9,0.444,0,14,14,6,2,3,6,4,35,26.4,-3
69,69,3/17/2018,33-077,2018,33,CLE,Away,CHI,W (+5),1,39:53:00,15,26,0.577,2,8,0.25,1,4,0.25,1,12,13,12,1,2,6,3,33,27.5,-4
70,70,3/19/2018,33-079,2018,33,CLE,Home,MIL,W (+7),1,40:01:00,16,29,0.552,3,7,0.429,5,8,0.625,5,7,12,10,2,1,6,2,40,33.4,4
71,71,3/21/2018,33-081,2018,33,CLE,Home,TOR,W (+3),1,39:24:00,11,19,0.579,1,3,0.333,12,14,0.857,1,6,7,17,1,0,0,2,35,39.9,12
72,72,3/23/2018,33-083,2018,33,CLE,Home,PHO,W (+25),1,29:16:00,11,16,0.688,1,4,0.25,4,6,0.667,0,6,6,9,1,1,4,3,27,24,11
73,73,3/25/2018,33-085,2018,33,CLE,Away,BRK,W (+7),1,38:03:00,14,19,0.737,1,4,0.25,8,10,0.8,2,8,10,8,1,0,2,3,37,35.7,11
74,74,3/27/2018,33-087,2018,33,CLE,Away,MIA,L (-19),1,37:59:00,7,18,0.389,0,4,0,4,5,0.8,1,5,6,7,0,0,6,1,18,8.5,-19
75,75,3/28/2018,33-088,2018,33,CLE,Away,CHO,W (+13),1,36:53:00,14,26,0.538,4,8,0.5,9,11,0.818,2,8,10,8,1,0,4,1,41,33.6,21
76,76,3/30/2018,33-090,2018,33,CLE,Home,NOP,W (+5),1,41:45:00,12,24,0.5,0,4,0,3,3,1,1,8,9,11,1,0,1,0,27,25.8,16
77,77,4/1/2018,33-092,2018,33,CLE,Home,DAL,W (+11),1,38:32:00,5,21,0.238,2,3,0.667,4,4,1,3,10,13,12,0,0,2,1,16,14.4,7
78,78,4/3/2018,33-094,2018,33,CLE,Home,TOR,W (+6),1,37:16:00,8,14,0.571,3,6,0.5,8,11,0.727,0,10,10,6,0,0,5,2,27,20.6,12
79,79,4/5/2018,33-096,2018,33,CLE,Home,WAS,W (+4),1,38:48:00,12,20,0.6,2,7,0.286,7,10,0.7,2,7,9,14,0,0,6,2,33,29.1,13
80,80,4/6/2018,33-097,2018,33,CLE,Away,PHI,L (-2),1,40:11:00,17,29,0.586,4,8,0.5,6,11,0.545,1,10,11,11,2,1,8,0,44,34.6,7
81,81,4/9/2018,33-100,2018,33,CLE,Away,NYK,W (+14),1,38:38:00,7,16,0.438,3,6,0.5,9,10,0.9,0,6,6,11,1,0,4,2,26,22.9,14
82,82,4/11/2018,33-102,2018,33,CLE,Home,NYK,L (-12),1,10:33,4,9,0.444,0,2,0,2,3,0.667,1,4,5,2,1,0,3,0,10,6.2,5
1,1,10/18/2018,33-292,2018,33,LAL,Away,POR,L (-9),1,37:20:00,9,16,0.563,0,4,0,8,9,0.889,2,10,12,6,1,0,6,3,26,20.4,-4
2,2,10/20/2018,33-294,2018,33,LAL,Home,HOU,L (-9),1,38:52:00,9,22,0.409,1,7,0.143,5,7,0.714,0,5,5,5,2,1,1,0,24,18.1,-13
3,3,10/22/2018,33-296,2018,33,LAL,Home,SAS,L (-1),1,42:52:00,11,25,0.44,2,8,0.25,8,11,0.727,2,6,8,14,1,1,5,2,32,26.6,-5
4,4,10/24/2018,33-298,2018,33,LAL,Away,PHO,W (+18),1,28:04:00,7,16,0.438,1,5,0.2,4,4,1,0,7,7,10,3,0,0,1,19,22.3,19
5,5,10/25/2018,33-299,2018,33,LAL,Home,DEN,W (+7),1,34:40:00,10,17,0.588,1,5,0.2,7,10,0.7,0,11,11,11,3,0,2,3,28,29.7,13
6,6,10/27/2018,33-301,2018,33,LAL,Away,SAS,L (-4),1,34:18:00,13,21,0.619,2,6,0.333,7,8,0.875,1,10,11,4,2,0,4,3,35,28.4,-1
7,7,10/29/2018,33-303,2018,33,LAL,Away,MIN,L (-4),1,36:16:00,11,23,0.478,3,6,0.5,4,5,0.8,3,7,10,8,2,2,5,2,29,24.3,-6
8,8,10/31/2018,33-305,2018,33,LAL,Home,DAL,W (+1),1,38:34:00,11,19,0.579,2,3,0.667,5,7,0.714,0,5,5,6,3,0,3,3,29,23.8,5
9,9,11/3/2018,33-308,2018,33,LAL,Away,POR,W (+4),1,31:21:00,9,20,0.45,1,5,0.2,9,11,0.818,0,5,5,7,0,2,3,1,28,21.2,-22
10,10,11/4/2018,33-309,2018,33,LAL,Home,TOR,L (-14),1,28:17:00,6,12,0.5,2,3,0.667,4,7,0.571,0,2,2,6,0,1,3,3,18,12.1,-16
11,11,11/7/2018,33-312,2018,33,LAL,Home,MIN,W (+4),1,38:32:00,10,21,0.476,3,9,0.333,1,2,0.5,1,10,11,9,0,2,3,1,24,20.9,3
12,12,11/10/2018,33-315,2018,33,LAL,Away,SAC,W (+15),1,31:17:00,10,18,0.556,3,6,0.5,2,3,0.667,1,6,7,2,1,0,3,2,25,17.1,2
13,13,11/11/2018,33-316,2018,33,LAL,Home,ATL,W (+1),1,34:18:00,10,20,0.5,3,9,0.333,3,7,0.429,3,4,7,4,2,0,4,1,26,18.1,22
14,14,11/14/2018,33-319,2018,33,LAL,Home,POR,W (+9),1,36:00:00,13,19,0.684,5,6,0.833,13,15,0.867,2,8,10,9,1,3,4,0,44,44.3,4
15,15,11/17/2018,33-322,2018,33,LAL,Away,ORL,L (-13),1,25:53:00,8,19,0.421,3,6,0.5,3,4,0.75,0,4,4,7,0,1,3,0,22,15.3,-11
16,16,11/18/2018,33-323,2018,33,LAL,Away,MIA,W (+16),1,38:29:00,19,31,0.613,6,8,0.75,7,10,0.7,1,7,8,3,2,1,2,3,51,40.1,20
17,17,11/21/2018,33-326,2018,33,LAL,Away,CLE,W (+4),1,35:30:00,11,20,0.55,2,6,0.333,8,12,0.667,2,12,14,7,0,1,4,3,32,26.2,9
18,18,11/23/2018,33-328,2018,33,LAL,Home,UTA,W (+7),1,35:04:00,8,17,0.471,2,5,0.4,4,6,0.667,1,9,10,7,2,1,5,1,22,18.1,13
19,19,11/25/2018,33-330,2018,33,LAL,Home,ORL,L (-4),1,40:27:00,8,14,0.571,2,7,0.286,6,11,0.545,0,4,4,7,0,1,6,4,24,14.6,-14
20,20,11/27/2018,33-332,2018,33,LAL,Away,DEN,L (-32),1,30:04:00,5,15,0.333,0,4,0,4,6,0.667,0,7,7,2,2,2,4,0,14,7.6,-23
21,21,11/29/2018,33-334,2018,33,LAL,Home,IND,W (+8),1,38:09:00,15,27,0.556,2,7,0.286,6,10,0.6,1,8,9,7,2,0,4,2,38,28.7,19
22,22,11/30/2018,33-335,2018,33,LAL,Home,DAL,W (+11),1,31:19:00,12,21,0.571,2,4,0.5,2,4,0.5,2,3,5,4,0,1,4,3,28,17.9,10
23,23,12/2/2018,33-337,2018,33,LAL,Home,PHO,W (+24),1,30:59:00,9,17,0.529,1,5,0.2,3,4,0.75,0,6,6,8,0,1,5,0,22,16.4,12
24,24,12/5/2018,33-340,2018,33,LAL,Home,SAS,W (+8),1,39:42:00,15,24,0.625,3,7,0.429,9,13,0.692,0,5,5,6,2,0,2,1,42,34.9,19
25,25,12/7/2018,33-342,2018,33,LAL,Away,SAS,L (-13),1,37:21:00,13,28,0.464,3,8,0.375,6,9,0.667,2,6,8,11,2,0,1,4,35,29.7,-19
26,26,12/8/2018,33-343,2018,33,LAL,Away,MEM,W (+23),1,31:38:00,9,18,0.5,0,3,0,2,3,0.667,1,7,8,9,2,0,5,2,20,15.9,21
27,27,12/10/2018,33-345,2018,33,LAL,Home,MIA,W (+3),1,37:31:00,10,19,0.526,4,7,0.571,4,8,0.5,0,9,9,12,1,0,2,0,28,27.2,18
28,28,12/13/2018,33-348,2018,33,LAL,Away,HOU,L (-15),1,36:26:00,12,18,0.667,3,6,0.5,2,6,0.333,0,5,5,4,2,0,3,1,29,22.5,-9
29,29,12/15/2018,33-350,2018,33,LAL,Away,CHO,W (+28),1,30:13:00,7,15,0.467,2,6,0.333,8,12,0.667,1,11,12,11,1,0,3,0,24,24.4,31
30,30,12/16/2018,33-351,2018,33,LAL,Away,WAS,L (-18),1,32:00:00,5,16,0.313,0,2,0,3,6,0.5,0,6,6,3,0,1,4,0,13,3.2,-21
31,31,12/18/2018,33-353,2018,33,LAL,Away,BRK,L (-5),1,41:12:00,13,23,0.565,2,7,0.286,8,13,0.615,1,12,13,8,1,1,5,1,36,29.3,4
32,32,12/21/2018,33-356,2018,33,LAL,Home,NOP,W (+8),1,38:45:00,8,20,0.4,0,4,0,6,9,0.667,2,10,12,14,2,0,2,3,22,23,13
33,33,12/23/2018,33-358,2018,33,LAL,Home,MEM,L (-8),1,35:37:00,8,14,0.571,2,5,0.4,4,4,1,1,13,14,7,1,1,4,0,22,22.6,-3
34,34,12/25/2018,33-360,2018,33,LAL,Away,GSW,W (+26),1,21:15,6,11,0.545,0,2,0,5,8,0.625,2,11,13,5,1,0,2,1,17,17.3,5
35,,12/27/2018,33-362,2018,33,LAL,Away,SAC,L (-1),,,,,,,,,,,,,,,,,,,,,,
36,,12/28/2018,33-363,2018,33,LAL,Home,LAC,L (-11),,,,,,,,,,,,,,,,,,,,,,
37,,12/30/2018,34-000,2018,34,LAL,Home,SAC,W (+7),,,,,,,,,,,,,,,,,,,,,,
38,,1/2/2019,34-003,2019,34,LAL,Home,OKC,L (-7),,,,,,,,,,,,,,,,,,,,,,
39,,1/4/2019,34-005,2019,34,LAL,Home,NYK,L (-7),,,,,,,,,,,,,,,,,,,,,,
40,,1/6/2019,34-007,2019,34,LAL,Away,MIN,L (-22),,,,,,,,,,,,,,,,,,,,,,
41,,1/7/2019,34-008,2019,34,LAL,Away,DAL,W (+10),,,,,,,,,,,,,,,,,,,,,,
42,,1/9/2019,34-010,2019,34,LAL,Home,DET,W (+13),,,,,,,,,,,,,,,,,,,,,,
43,,1/11/2019,34-012,2019,34,LAL,Away,UTA,L (-18),,,,,,,,,,,,,,,,,,,,,,
44,,1/13/2019,34-014,2019,34,LAL,Home,CLE,L (-6),,,,,,,,,,,,,,,,,,,,,,
45,,1/15/2019,34-016,2019,34,LAL,Home,CHI,W (+7),,,,,,,,,,,,,,,,,,,,,,
46,,1/17/2019,34-018,2019,34,LAL,Away,OKC,W (+10),,,,,,,,,,,,,,,,,,,,,,
47,,1/19/2019,34-020,2019,34,LAL,Away,HOU,L (-4),,,,,,,,,,,,,,,,,,,,,,
48,,1/21/2019,34-022,2019,34,LAL,Home,GSW,L (-19),,,,,,,,,,,,,,,,,,,,,,
49,,1/24/2019,34-025,2019,34,LAL,Home,MIN,L (-15),,,,,,,,,,,,,,,,,,,,,,
50,,1/27/2019,34-028,2019,34,LAL,Home,PHO,W (+14),,,,,,,,,,,,,,,,,,,,,,
51,,1/29/2019,34-030,2019,34,LAL,Home,PHI,L (-16),,,,,,,,,,,,,,,,,,,,,,
52,35,1/31/2019,34-032,2019,34,LAL,Away,LAC,W (+3),1,40:26:00,9,22,0.409,1,6,0.167,5,7,0.714,1,13,14,9,1,0,4,0,24,19.3,2
53,,2/2/2019,34-034,2019,34,LAL,Away,GSW,L (-14),,,,,,,,,,,,,,,,,,,,,,
54,36,2/5/2019,34-037,2019,34,LAL,Away,IND,L (-42),1,30:13:00,7,12,0.583,2,5,0.4,2,3,0.667,0,7,7,9,1,0,6,1,18,15,-17
55,37,2/7/2019,34-039,2019,34,LAL,Away,BOS,W (+1),1,37:44:00,11,21,0.524,5,10,0.5,1,5,0.2,2,10,12,12,3,0,3,4,28,27.3,11
56,38,2/10/2019,34-042,2019,34,LAL,Away,PHI,L (-23),1,33:09:00,8,16,0.5,2,6,0.333,0,0,,0,10,10,9,0,0,4,3,18,14.1,0
57,39,2/12/2019,34-044,2019,34,LAL,Away,ATL,L (-4),1,43:03:00,8,20,0.4,3,10,0.3,9,11,0.818,2,9,11,16,3,1,2,3,28,32.2,0
58,40,2/21/2019,34-053,2019,34,LAL,Home,HOU,W (+5),1,40:08:00,11,23,0.478,0,4,0,7,10,0.7,4,8,12,6,1,1,4,1,29,22.8,6
59,41,2/23/2019,34-055,2019,34,LAL,Away,NOP,L (-13),1,38:31:00,11,17,0.647,3,6,0.5,2,6,0.333,0,7,7,12,4,1,4,0,27,29.1,-10
60,42,2/25/2019,34-057,2019,34,LAL,Away,MEM,L (-5),1,39:44:00,8,23,0.348,0,4,0,8,10,0.8,3,9,12,11,3,0,5,3,24,19.6,2
61,43,2/27/2019,34-059,2019,34,LAL,Home,NOP,W (+6),1,37:19:00,13,24,0.542,4,9,0.444,3,8,0.375,1,5,6,10,2,1,2,2,33,28.5,2
62,44,3/1/2019,34-061,2019,34,LAL,Home,MIL,L (-11),1,38:49:00,10,19,0.526,3,8,0.375,8,10,0.8,2,5,7,10,1,0,3,2,31,28,-4
63,45,3/2/2019,34-062,2019,34,LAL,Away,PHO,L (-9),1,40:46:00,10,21,0.476,4,9,0.444,3,7,0.429,0,9,9,16,0,0,3,2,27,24.8,-1
64,46,3/4/2019,34-064,2019,34,LAL,Home,LAC,L (-8),1,42:24:00,9,18,0.5,1,6,0.167,8,12,0.667,0,8,8,6,1,1,2,3,27,21.5,-11
65,47,3/6/2019,34-066,2019,34,LAL,Home,DEN,L (-16),1,31:07:00,13,22,0.591,2,7,0.286,3,8,0.375,0,7,7,7,1,1,4,4,31,21.9,-8
66,48,3/9/2019,34-069,2019,34,LAL,Home,BOS,L (-13),1,27:46:00,13,23,0.565,1,5,0.2,3,7,0.429,2,8,10,12,0,0,3,0,30,26.7,11
67,49,3/12/2019,34-072,2019,34,LAL,Away,CHI,W (+16),1,33:24:00,15,23,0.652,2,4,0.5,4,5,0.8,1,9,10,4,2,0,5,2,36,27.9,9
68,50,3/14/2019,34-074,2019,34,LAL,Away,TOR,L (-13),1,31:47:00,12,23,0.522,1,5,0.2,4,7,0.571,0,4,4,6,1,0,4,2,29,18.1,0
69,,3/15/2019,34-075,2019,34,LAL,Away,DET,L (-14),,,,,,,,,,,,,,,,,,,,,,
70,51,3/17/2019,34-077,2019,34,LAL,Away,NYK,L (-1),1,35:00:00,11,26,0.423,0,6,0,11,13,0.846,2,4,6,8,0,1,2,2,33,24.5,9
71,,3/19/2019,34-079,2019,34,LAL,Away,MIL,L (-14),,,,,,,,,,,,,,,,,,,,,,
72,52,3/22/2019,34-082,2019,34,LAL,Home,BRK,L (-5),1,36:42:00,8,25,0.32,1,7,0.143,8,12,0.667,3,6,9,14,1,1,8,3,25,15.3,-2
73,53,3/24/2019,34-084,2019,34,LAL,Home,SAC,W (+5),1,35:16:00,9,22,0.409,3,6,0.5,8,9,0.889,2,9,11,11,2,1,4,1,29,26.9,5
74,54,3/26/2019,34-086,2019,34,LAL,Home,WAS,W (+18),1,33:54:00,11,20,0.55,1,6,0.167,0,2,0,0,7,7,14,1,0,3,1,23,22.1,3
75,,3/27/2019,34-087,2019,34,LAL,Away,UTA,L (-15),,,,,,,,,,,,,,,,,,,,,,
76,55,3/29/2019,34-089,2019,34,LAL,Home,CHO,W (+14),1,31:58:00,11,19,0.579,4,7,0.571,1,2,0.5,0,3,3,9,0,0,6,1,27,18.5,14
77,,3/31/2019,34-091,2019,34,LAL,Away,NOP,W (+28),,,,,,,,,,,,,,,,,,,,,,
78,,4/2/2019,34-093,2019,34,LAL,Away,OKC,L (-16),,,,,,,,,,,,,,,,,,,,,,
79,,4/4/2019,34-095,2019,34,LAL,Home,GSW,L (-18),,,,,,,,,,,,,,,,,,,,,,
80,,4/5/2019,34-096,2019,34,LAL,Away,LAC,W (+5),,,,,,,,,,,,,,,,,,,,,,
81,,4/7/2019,34-098,2019,34,LAL,Home,UTA,W (+4),,,,,,,,,,,,,,,,,,,,,,
82,,4/9/2019,34-100,2019,34,LAL,Home,POR,L (-3),,,,,,,,,,,,,,,,,,,,,,
1,1,10/22/2019,34-296,2019,34,LAL,Away,LAC,L (-10),1,36:00:00,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,3,18,11.6,-8
2,2,10/25/2019,34-299,2019,34,LAL,Home,UTA,W (+9),1,30:34:00,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,0,32,30.9,17
3,3,10/27/2019,34-301,2019,34,LAL,Home,CHO,W (+19),1,35:01:00,7,14,0.5,1,3,0.333,5,5,1,1,5,6,12,1,0,4,0,20,20.6,17
4,4,10/29/2019,34-303,2019,34,LAL,Home,MEM,W (+29),1,28:19:00,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,0,23,15.8,2
5,5,11/1/2019,34-306,2019,34,LAL,Away,DAL,W (+9),1,42:32:00,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,5,39,40.8,15
6,6,11/3/2019,34-308,2019,34,LAL,Away,SAS,W (+7),1,37:18:00,8,23,0.348,0,6,0,5,10,0.5,1,10,11,13,2,1,5,2,21,15.8,15
7,7,11/5/2019,34-310,2019,34,LAL,Away,CHI,W (+6),1,35:11:00,10,19,0.526,2,6,0.333,8,9,0.889,0,10,10,11,2,1,2,3,30,30.5,17
8,8,11/8/2019,34-313,2019,34,LAL,Home,MIA,W (+15),1,36:03:00,10,19,0.526,4,7,0.571,1,2,0.5,1,3,4,6,0,0,3,2,25,17.3,16
9,9,11/10/2019,34-315,2019,34,LAL,Home,TOR,L (-9),1,35:20:00,5,15,0.333,0,2,0,3,6,0.5,3,10,13,15,0,1,2,0,13,17.6,-6
10,10,11/12/2019,34-317,2019,34,LAL,Away,PHO,W (+8),1,37:04:00,8,18,0.444,1,4,0.25,2,7,0.286,0,7,7,11,0,0,1,0,19,16.4,-2
11,11,11/13/2019,34-318,2019,34,LAL,Home,GSW,W (+26),1,26:29:00,11,21,0.524,1,5,0.2,0,1,0,2,4,6,12,1,1,4,1,23,20.6,13
12,12,11/15/2019,34-320,2019,34,LAL,Home,SAC,W (+2),1,38:40:00,10,20,0.5,2,7,0.286,7,7,1,3,1,4,11,3,0,2,1,29,29.7,13
13,13,11/17/2019,34-322,2019,34,LAL,Home,ATL,W (+21),1,33:07:00,13,21,0.619,6,10,0.6,1,1,1,0,7,7,12,1,1,0,1,33,35.3,30
14,14,11/19/2019,34-324,2019,34,LAL,Home,OKC,W (+5),1,37:08:00,10,21,0.476,2,5,0.4,3,5,0.6,0,11,11,10,2,0,7,2,25,18,6
15,15,11/22/2019,34-327,2019,34,LAL,Away,OKC,W (+3),1,35:37:00,9,20,0.45,1,3,0.333,4,6,0.667,1,5,6,14,1,1,5,2,23,19.7,3
16,16,11/23/2019,34-328,2019,34,LAL,Away,MEM,W (+1),1,38:50:00,14,27,0.519,2,9,0.222,0,0,,1,5,6,4,2,0,5,1,30,18.3,7
17,17,11/25/2019,34-330,2019,34,LAL,Away,SAS,W (+10),1,35:08:00,13,24,0.542,4,7,0.571,3,8,0.375,1,3,4,14,0,1,3,2,33,27.7,6
18,18,11/27/2019,34-332,2019,34,LAL,Away,NOP,W (+4),1,37:35:00,10,18,0.556,2,6,0.333,7,11,0.636,2,3,5,11,2,1,5,2,29,25.7,3
19,19,11/29/2019,34-334,2019,34,LAL,Home,WAS,W (+22),1,24:36:00,9,16,0.563,4,8,0.5,1,2,0.5,0,3,3,11,2,1,6,1,23,19.9,20
20,20,12/1/2019,34-336,2019,34,LAL,Home,DAL,L (-14),1,36:25:00,11,20,0.55,0,5,0,3,3,1,0,9,9,8,4,0,6,3,25,20.5,-16
21,21,12/3/2019,34-338,2019,34,LAL,Away,DEN,W (+9),1,36:53:00,9,18,0.5,1,4,0.25,6,6,1,2,4,6,9,0,0,4,3,25,19.7,4
22,22,12/4/2019,34-339,2019,34,LAL,Away,UTA,W (+25),1,29:28:00,9,21,0.429,1,6,0.167,1,1,1,0,4,4,12,1,0,1,3,20,17.3,14
23,23,12/6/2019,34-341,2019,34,LAL,Away,POR,W (+23),1,33:45:00,11,23,0.478,4,9,0.444,5,7,0.714,1,6,7,8,0,1,3,1,31,23.9,21
24,24,12/8/2019,34-343,2019,34,LAL,Home,MIN,W (+17),1,27:51:00,12,20,0.6,6,8,0.75,2,2,1,1,3,4,13,1,0,5,4,32,27.9,24
25,25,12/11/2019,34-346,2019,34,LAL,Away,ORL,W (+9),1,37:55:00,11,24,0.458,1,6,0.167,2,5,0.4,2,9,11,10,2,0,6,2,25,17.7,8
26,26,12/13/2019,34-348,2019,34,LAL,Away,MIA,W (+3),1,37:26:00,11,22,0.5,4,8,0.5,2,4,0.5,2,7,9,12,1,0,8,2,28,20.3,9
27,27,12/15/2019,34-350,2019,34,LAL,Away,ATL,W (+5),1,36:56:00,12,21,0.571,4,10,0.4,4,7,0.571,1,12,13,7,1,3,4,1,32,28.8,10
28,28,12/17/2019,34-352,2019,34,LAL,Away,IND,L (-3),1,34:54:00,8,20,0.4,0,6,0,4,8,0.5,1,8,9,9,0,0,5,2,20,11.2,-9
29,29,12/19/2019,34-354,2019,34,LAL,Away,MIL,L (-7),1,36:44:00,8,19,0.421,3,7,0.429,2,2,1,0,12,12,11,0,0,4,5,21,16.2,-14
30,,12/22/2019,34-357,2019,34,LAL,Home,DEN,L (-24),,,,,,,,,,,,,,,,,,,,,,
31,30,12/25/2019,34-360,2019,34,LAL,Home,LAC,L (-5),1,38:50:00,9,24,0.375,2,12,0.167,3,4,0.75,3,6,9,10,2,1,2,3,23,19.8,3
32,31,12/28/2019,34-363,2019,34,LAL,Away,POR,W (+8),1,36:44:00,7,15,0.467,1,4,0.25,6,8,0.75,1,6,7,16,2,1,1,2,21,27.1,5
33,32,12/29/2019,34-364,2019,34,LAL,Home,DAL,W (+13),1,34:19:00,3,10,0.3,2,4,0.5,5,6,0.833,0,6,6,13,2,0,2,2,13,16.9,5
34,33,1/1/2020,35-002,2020,35,LAL,Home,PHO,W (+10),1,38:04:00,11,21,0.524,1,4,0.25,8,12,0.667,2,11,13,12,2,1,5,0,31,29.9,18
35,34,1/3/2020,35-004,2020,35,LAL,Home,NOP,W (+10),1,37:13:00,7,17,0.412,1,3,0.333,2,5,0.4,0,8,8,15,2,0,2,1,17,19.2,17
36,35,1/5/2020,35-006,2020,35,LAL,Home,DET,W (+7),1,35:01:00,10,21,0.476,0,3,0,1,2,0.5,3,11,14,11,0,0,3,2,21,19.2,23
37,36,1/7/2020,35-008,2020,35,LAL,Home,NYK,W (+30),1,31:26:00,9,19,0.474,6,12,0.5,7,7,1,0,5,5,5,2,1,4,2,31,24.2,26
38,37,1/10/2020,35-011,2020,35,LAL,Away,DAL,W (+15),1,32:16:00,14,25,0.56,3,6,0.5,4,5,0.8,2,14,16,7,1,0,3,0,35,31.2,13
39,,1/11/2020,35-012,2020,35,LAL,Away,OKC,W (+15),,,,,,,,,,,,,,,,,,,,,,
40,38,1/13/2020,35-014,2020,35,LAL,Home,CLE,W (+29),1,32:43:00,12,16,0.75,1,3,0.333,6,7,0.857,0,2,2,8,1,0,3,2,31,27.6,19
41,39,1/15/2020,35-016,2020,35,LAL,Home,ORL,L (-1),1,36:15:00,7,19,0.368,2,9,0.222,3,5,0.6,0,3,3,19,1,0,5,1,19,17.5,-9
42,40,1/18/2020,35-019,2020,35,LAL,Away,HOU,W (+9),1,35:24:00,13,25,0.52,2,7,0.286,3,5,0.6,0,5,5,12,2,0,6,3,31,22.6,2
43,41,1/20/2020,35-021,2020,35,LAL,Away,BOS,L (-32),1,29:11:00,5,12,0.417,0,2,0,5,5,1,3,4,7,13,0,0,4,1,15,16.6,-21
44,42,1/22/2020,35-023,2020,35,LAL,Away,NYK,W (+8),1,36:03:00,9,16,0.563,2,5,0.4,1,3,0.333,0,6,6,5,5,0,4,0,21,18.9,13
45,43,1/23/2020,35-024,2020,35,LAL,Away,BRK,W (+15),1,33:36:00,11,19,0.579,3,6,0.5,2,2,1,2,9,11,10,1,1,5,0,27,25.9,26
46,44,1/25/2020,35-026,2020,35,LAL,Away,PHI,L (-17),1,35:21:00,9,18,0.5,1,6,0.167,10,13,0.769,0,7,7,8,1,0,8,3,29,18.3,-22
47,45,1/31/2020,35-032,2020,35,LAL,Home,POR,L (-8),1,37:59:00,9,22,0.409,3,8,0.375,1,4,0.25,2,6,8,10,0,1,5,2,22,14.1,7
48,46,2/1/2020,35-033,2020,35,LAL,Away,SAC,W (+16),1,33:34:00,6,15,0.4,1,4,0.25,2,3,0.667,0,10,10,11,2,0,2,3,15,16,33
49,47,2/4/2020,35-036,2020,35,LAL,Home,SAS,W (+27),1,34:11:00,12,20,0.6,6,9,0.667,6,9,0.667,1,6,7,9,1,0,2,1,36,33,20
50,48,2/6/2020,35-038,2020,35,LAL,Home,HOU,L (-10),1,36:38:00,8,19,0.421,1,8,0.125,1,1,1,2,7,9,15,2,0,6,0,18,17.9,-4
51,49,2/8/2020,35-040,2020,35,LAL,Away,GSW,W (+5),1,33:34:00,7,17,0.412,3,8,0.375,5,6,0.833,0,8,8,11,1,0,7,2,22,15.8,6
