Game,Game Played,Date,Age,Year,Age(Y),Team,Home Away,Opp,WL,Started,Minutes,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,PM
57,57,2/21/2010,25-053,2010,25,CLE,Away,ORL,L (-6),1,39:23:00,12,25,0.48,1,6,0.167,8,12,0.667,0,9,9,6,2,1,5,0,33,23.3,-9
58,58,2/23/2010,25-055,2010,25,CLE,Home,NOH,W (+10),1,44:07:00,7,16,0.438,2,6,0.333,4,4,1,1,4,5,13,2,0,0,0,20,24.6,17
59,59,2/25/2010,25-057,2010,25,CLE,Away,BOS,W (+20),1,35:57:00,11,23,0.478,3,6,0.5,11,15,0.733,1,6,7,9,0,0,2,2,36,28.7,9
60,60,2/26/2010,25-058,2010,25,CLE,Away,TOR,W (+8),1,44:24:00,10,17,0.588,1,4,0.25,15,16,0.938,0,6,6,9,2,0,1,2,36,36,8
61,61,3/1/2010,25-061,2010,25,CLE,Home,NYK,W (+31),1,31:14:00,9,17,0.529,1,4,0.25,3,5,0.6,0,7,7,7,2,2,3,0,22,20.3,39
62,62,3/3/2010,25-063,2010,25,CLE,Away,NJN,W (+19),1,40:41:00,10,18,0.556,0,4,0,6,7,0.857,2,5,7,14,3,1,3,1,26,30,18
63,63,3/5/2010,25-065,2010,25,CLE,Home,DET,W (+7),1,41:52:00,16,27,0.593,3,7,0.429,5,6,0.833,2,11,13,6,3,2,4,1,40,36,12
64,,3/6/2010,25-066,2010,25,CLE,Away,MIL,L (-7),,,,,,,,,,,,,,,,,,,,,,
65,,3/8/2010,25-068,2010,25,CLE,Home,SAS,W (+2),,,,,,,,,,,,,,,,,,,,,,
66,64,3/12/2010,25-072,2010,25,CLE,Away,PHI,W (+5),1,42:06:00,7,18,0.389,3,10,0.3,6,12,0.5,0,6,6,10,1,3,1,2,23,20.9,2
67,65,3/14/2010,25-074,2010,25,CLE,Home,BOS,W (+11),1,38:52:00,9,21,0.429,1,3,0.333,11,16,0.688,3,5,8,7,2,3,2,2,30,26.7,3
68,66,3/16/2010,25-076,2010,25,CLE,Away,DET,W (+12),1,43:07:00,10,22,0.455,1,3,0.333,8,11,0.727,2,10,12,12,1,1,4,0,29,26.9,13
69,67,3/17/2010,25-077,2010,25,CLE,Home,IND,W (+5),1,38:43:00,11,24,0.458,2,4,0.5,8,10,0.8,1,8,9,9,3,2,6,2,32,25.8,14
70,68,3/19/2010,25-079,2010,25,CLE,Away,CHI,W (+7),1,37:31:00,9,21,0.429,0,3,0,11,12,0.917,1,10,11,7,2,2,5,1,29,24.1,5
71,69,3/21/2010,25-081,2010,25,CLE,Home,DET,W (+25),1,30:48:00,5,9,0.556,2,3,0.667,3,3,1,0,3,3,7,0,1,0,0,15,17.2,17
72,70,3/24/2010,25-084,2010,25,CLE,Away,NOH,W (+13),1,40:45:00,15,22,0.682,1,5,0.2,7,8,0.875,2,4,6,9,1,0,3,2,38,34.3,9
73,71,3/26/2010,25-086,2010,25,CLE,Away,SAS,L (-5),1,39:18:00,11,21,0.524,1,6,0.167,4,7,0.571,0,5,5,10,2,0,5,2,27,20.2,-5
74,72,3/28/2010,25-088,2010,25,CLE,Home,SAC,W (+7),1,39:05:00,13,22,0.591,3,6,0.5,5,6,0.833,1,6,7,8,3,0,3,2,34,30.7,8
75,73,3/31/2010,25-091,2010,25,CLE,Home,MIL,W (+3),1,39:05:00,7,17,0.412,0,1,0,9,13,0.692,1,8,9,7,1,1,4,2,23,17.2,10
76,74,4/2/2010,25-093,2010,25,CLE,Home,ATL,W (+5),1,38:22:00,11,20,0.55,1,3,0.333,4,7,0.571,0,13,13,6,2,0,2,1,27,23.9,11
77,75,4/4/2010,25-095,2010,25,CLE,Away,BOS,L (-4),1,44:32:00,14,31,0.452,0,9,0,14,22,0.636,1,6,7,9,1,1,3,0,42,30.2,-1
78,76,4/6/2010,25-097,2010,25,CLE,Home,TOR,W (+12),1,35:34:00,5,13,0.385,0,2,0,9,10,0.9,0,6,6,13,0,1,4,1,19,18.7,19
79,,4/8/2010,25-099,2010,25,CLE,Away,CHI,L (-1),,,,,,,,,,,,,,,,,,,,,,
80,,4/9/2010,25-100,2010,25,CLE,Home,IND,L (-3),,,,,,,,,,,,,,,,,,,,,,
81,,4/11/2010,25-102,2010,25,CLE,Home,ORL,L (-6),,,,,,,,,,,,,,,,,,,,,,
82,,4/14/2010,25-105,2010,25,CLE,Away,ATL,L (-16),,,,,,,,,,,,,,,,,,,,,,
1,1,10/26/2010,25-300,2010,25,MIA,Away,BOS,L (-8),1,42:39:00,10,21,0.476,3,6,0.5,8,12,0.667,0,4,4,3,1,2,8,1,31,16,1
2,2,10/27/2010,25-301,2010,25,MIA,Away,PHI,W (+10),1,37:33:00,5,12,0.417,0,2,0,6,6,1,0,6,6,7,2,1,9,1,16,9.6,6
3,3,10/29/2010,25-303,2010,25,MIA,Home,ORL,W (+26),1,30:02:00,6,13,0.462,2,3,0.667,1,2,0.5,0,6,6,7,0,0,3,4,15,10,13
4,4,10/31/2010,25-305,2010,25,MIA,Away,NJN,W (+23),1,28:57:00,5,12,0.417,0,4,0,10,12,0.833,0,7,7,7,2,0,5,3,20,15.6,18
5,5,11/2/2010,25-307,2010,25,MIA,Home,MIN,W (+32),1,32:26:00,7,12,0.583,0,2,0,6,8,0.75,0,0,0,12,2,1,1,0,20,23.7,32
6,6,11/5/2010,25-310,2010,25,MIA,Away,NOH,L (-3),1,41:12:00,6,16,0.375,1,2,0.5,7,8,0.875,0,7,7,10,3,1,3,0,20,20.6,-6
7,7,11/6/2010,25-311,2010,25,MIA,Home,NJN,W (+12),1,33:35:00,9,16,0.563,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,1,23,19.4,11
8,8,11/9/2010,25-314,2010,25,MIA,Home,UTA,L (-2),1,46:44:00,5,18,0.278,0,1,0,10,11,0.909,2,9,11,14,1,3,2,3,20,22.8,4
9,9,11/11/2010,25-316,2010,25,MIA,Home,BOS,L (-5),1,44:28:00,9,21,0.429,0,5,0,17,22,0.773,0,10,10,9,3,0,4,3,35,29,0
10,10,11/13/2010,25-318,2010,25,MIA,Home,TOR,W (+9),1,39:20:00,8,21,0.381,0,1,0,7,11,0.636,1,1,2,11,2,0,3,0,23,17.6,11
11,11,11/17/2010,25-322,2010,25,MIA,Home,PHO,W (+27),1,23:03,9,15,0.6,0,2,0,2,3,0.667,3,5,8,9,3,0,3,5,20,20.6,24
12,12,11/19/2010,25-324,2010,25,MIA,Home,CHA,W (+8),1,39:29:00,12,25,0.48,2,5,0.4,6,7,0.857,0,2,2,5,2,0,4,1,32,20.6,4
13,13,11/20/2010,25-325,2010,25,MIA,Away,MEM,L (-2),1,42:06:00,11,23,0.478,2,4,0.5,5,6,0.833,0,3,3,11,1,0,4,2,29,21.7,-1
14,14,11/22/2010,25-327,2010,25,MIA,Home,IND,L (-16),1,41:34:00,6,14,0.429,2,8,0.25,11,15,0.733,0,5,5,6,1,0,6,3,25,15.5,-1
15,15,11/24/2010,25-329,2010,25,MIA,Away,ORL,L (-9),1,40:44:00,9,18,0.5,1,3,0.333,6,8,0.75,1,5,6,4,1,0,3,3,25,17,-15
16,16,11/26/2010,25-331,2010,25,MIA,Home,PHI,W (+9),1,40:34:00,5,15,0.333,1,5,0.2,9,11,0.818,1,7,8,6,2,1,2,1,20,18,11
17,17,11/27/2010,25-332,2010,25,MIA,Away,DAL,L (-11),1,36:04:00,5,19,0.263,0,4,0,13,15,0.867,2,6,8,4,1,0,5,3,23,11.7,-14
18,18,11/29/2010,25-334,2010,25,MIA,Home,WAS,W (+11),1,38:11:00,10,18,0.556,1,1,1,9,11,0.818,1,5,6,5,1,1,7,3,30,19.8,3
19,19,12/1/2010,25-336,2010,25,MIA,Home,DET,W (+25),1,31:14:00,8,15,0.533,1,1,1,1,2,0.5,2,4,6,3,1,0,4,0,18,12,17
20,20,12/2/2010,25-337,2010,25,MIA,Away,CLE,W (+28),1,30:02:00,15,25,0.6,2,7,0.286,6,9,0.667,0,5,5,8,1,1,0,1,38,33.7,26
21,21,12/4/2010,25-339,2010,25,MIA,Home,ATL,W (+12),1,37:19:00,5,11,0.455,1,1,1,11,13,0.846,0,7,7,4,1,1,2,1,22,19.7,7
22,22,12/6/2010,25-341,2010,25,MIA,Away,MIL,W (+10),1,38:41:00,7,16,0.438,1,3,0.333,2,4,0.5,0,6,6,6,1,1,1,5,17,12.5,17
23,23,12/8/2010,25-343,2010,25,MIA,Away,UTA,W (+13),1,39:26:00,12,20,0.6,3,5,0.6,6,7,0.857,1,6,7,9,0,0,2,4,33,28.6,0
24,24,12/10/2010,25-345,2010,25,MIA,Away,GSW,W (+22),1,30:43:00,10,18,0.556,3,4,0.75,2,3,0.667,0,7,7,9,1,1,4,1,25,21.7,22
25,25,12/11/2010,25-346,2010,25,MIA,Away,SAC,W (+21),1,35:11:00,10,19,0.526,2,3,0.667,3,5,0.6,1,9,10,3,2,0,3,1,25,19,15
26,26,12/13/2010,25-348,2010,25,MIA,Home,NOH,W (+12),1,40:18:00,6,16,0.375,0,3,0,8,10,0.8,1,3,4,7,0,0,5,2,20,11.1,11
27,27,12/15/2010,25-350,2010,25,MIA,Home,CLE,W (+6),1,38:31:00,5,15,0.333,0,4,0,11,18,0.611,2,11,13,5,1,0,4,1,21,14.5,0
28,28,12/17/2010,25-352,2010,25,MIA,Away,NYK,W (+22),1,38:13:00,14,23,0.609,3,6,0.5,1,3,0.333,1,10,11,10,1,0,5,1,32,27,31
29,29,12/18/2010,25-353,2010,25,MIA,Away,WAS,W (+1),1,40:31:00,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,3,32,24.4,6
30,30,12/20/2010,25-355,2010,25,MIA,Home,DAL,L (-2),1,36:05:00,6,17,0.353,2,4,0.5,5,7,0.714,3,7,10,7,0,0,5,4,19,11.2,-20
31,31,12/23/2010,25-358,2010,25,MIA,Away,PHO,W (+12),1,37:23:00,13,22,0.591,2,5,0.4,8,8,1,1,5,6,4,3,0,5,5,36,26.8,4
32,32,12/25/2010,25-360,2010,25,MIA,Away,LAL,W (+16),1,38:11:00,8,14,0.571,5,6,0.833,6,6,1,1,10,11,10,4,0,1,2,27,33.3,15
33,33,12/28/2010,25-363,2010,25,MIA,Home,NYK,W (+8),1,40:25:00,8,17,0.471,1,2,0.5,1,3,0.333,0,10,10,8,0,0,3,3,18,12.9,17
34,34,12/29/2010,25-364,2010,25,MIA,Away,HOU,W (+6),1,39:09:00,8,15,0.533,0,4,0,4,4,1,0,6,6,9,1,0,3,3,20,17.6,16
35,35,1/1/2011,26-002,2011,26,MIA,Home,GSW,W (+7),1,41:31:00,7,15,0.467,0,3,0,11,17,0.647,2,5,7,10,1,1,3,1,25,23.1,6
36,36,1/3/2011,26-004,2011,26,MIA,Away,CHA,W (+14),1,36:34:00,15,26,0.577,2,4,0.5,6,6,1,0,9,9,5,1,0,3,3,38,28.8,20
37,37,1/4/2011,26-005,2011,26,MIA,Home,MIL,W (+12),1,36:35:00,8,15,0.533,0,0,,9,11,0.818,1,5,6,9,0,2,2,2,25,24,10
38,38,1/7/2011,26-008,2011,26,MIA,Away,MIL,W (+6),1,45:16:00,8,23,0.348,1,4,0.25,9,11,0.818,1,9,10,5,6,1,5,2,26,20.1,7
39,39,1/9/2011,26-010,2011,26,MIA,Away,POR,W (+7),1,46:11:00,17,26,0.654,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,4,44,35.1,5
40,40,1/12/2011,26-013,2011,26,MIA,Away,LAC,L (-6),1,39:44:00,11,24,0.458,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,17.4,-3
41,,1/13/2011,26-014,2011,26,MIA,Away,DEN,L (-28),,,,,,,,,,,,,,,,,,,,,,
42,,1/15/2011,26-016,2011,26,MIA,Away,CHI,L (-3),,,,,,,,,,,,,,,,,,,,,,
43,41,1/18/2011,26-019,2011,26,MIA,Home,ATL,L (-4),1,44:17:00,11,30,0.367,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,3,34,20.5,-5
44,42,1/22/2011,26-023,2011,26,MIA,Home,TOR,W (+17),1,38:00:00,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,2,38,30.1,13
45,43,1/27/2011,26-028,2011,26,MIA,Away,NYK,L (-5),1,42:32:00,7,24,0.292,0,2,0,10,12,0.833,2,9,11,5,2,2,4,3,24,15,5
46,44,1/28/2011,26-029,2011,26,MIA,Home,DET,W (+1),1,44:19:00,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,34,4
47,45,1/30/2011,26-031,2011,26,MIA,Away,OKC,W (+5),1,40:13:00,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,3,23,25.6,6
48,46,1/31/2011,26-032,2011,26,MIA,Home,CLE,W (+27),1,31:22:00,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,1,24,22.8,20
49,47,2/3/2011,26-035,2011,26,MIA,Away,ORL,W (+4),1,42:39:00,17,25,0.68,3,5,0.6,14,17,0.824,2,9,11,8,1,1,3,2,51,46.7,2
50,48,2/4/2011,26-036,2011,26,MIA,Away,CHA,W (+12),1,36:39:00,7,13,0.538,0,3,0,5,6,0.833,1,7,8,9,0,0,3,3,19,17.2,10
51,49,2/6/2011,26-038,2011,26,MIA,Home,LAC,W (+18),1,35:37:00,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,2,12,5.3,15
52,50,2/8/2011,26-040,2011,26,MIA,Home,IND,W (+5),1,41:44:00,15,23,0.652,2,5,0.4,9,13,0.692,3,10,13,8,3,1,4,1,41,39.3,18
53,51,2/11/2011,26-043,2011,26,MIA,Away,DET,W (+14),1,34:43:00,7,17,0.412,0,2,0,2,3,0.667,0,8,8,10,4,0,3,0,16,16.9,15
54,52,2/13/2011,26-045,2011,26,MIA,Away,BOS,L (-3),1,43:28:00,10,21,0.476,0,2,0,2,3,0.667,1,6,7,7,1,0,4,2,22,14.5,1
55,53,2/15/2011,26-047,2011,26,MIA,Away,IND,W (+7),1,40:55:00,11,20,0.55,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,1,27,20.3,9
56,54,2/16/2011,26-048,2011,26,MIA,Away,TOR,W (+8),1,37:38:00,8,18,0.444,0,2,0,7,10,0.7,3,10,13,8,0,0,5,1,23,17.7,6
57,55,2/22/2011,26-054,2011,26,MIA,Home,SAC,W (+20),1,30:24:00,14,26,0.538,3,6,0.5,0,3,0,2,6,8,3,0,0,3,4,31,17.9,18
58,56,2/24/2011,26-056,2011,26,MIA,Away,CHI,L (-4),1,41:26:00,12,21,0.571,0,4,0,5,6,0.833,0,10,10,5,2,1,2,1,29,25.5,3
59,57,2/25/2011,26-057,2011,26,MIA,Home,WAS,W (+8),1,42:46:00,5,11,0.455,0,1,0,15,19,0.789,1,8,9,7,1,3,1,2,25,27,-4
60,58,2/27/2011,26-059,2011,26,MIA,Home,NYK,L (-5),1,39:08:00,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,19.7,-3
61,59,3/3/2011,26-063,2011,26,MIA,Home,ORL,L (-3),1,39:56:00,11,16,0.688,0,2,0,7,7,1,2,4,6,4,0,2,2,2,29,26.2,0
62,60,3/4/2011,26-064,2011,26,MIA,Away,SAS,L (-30),1,36:08:00,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,2,26,20.2,-16
63,61,3/6/2011,26-066,2011,26,MIA,Home,CHI,L (-1),1,41:50:00,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,2,26,24,-4
64,62,3/8/2011,26-068,2011,26,MIA,Home,POR,L (-9),1,45:32:00,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,26.5,-2
65,63,3/10/2011,26-070,2011,26,MIA,Home,LAL,W (+6),1,42:16:00,7,17,0.412,0,3,0,5,7,0.714,1,7,8,9,1,0,1,1,19,17.8,8
66,64,3/12/2011,26-072,2011,26,MIA,Home,MEM,W (+33),1,31:55:00,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,1,27,23.8,17
67,65,3/14/2011,26-074,2011,26,MIA,Home,SAS,W (+30),1,41:31:00,8,19,0.421,0,1,0,5,5,1,0,6,6,8,0,2,2,3,21,16.5,22
68,66,3/16/2011,26-076,2011,26,MIA,Home,OKC,L (-11),1,39:30:00,8,21,0.381,0,3,0,3,3,1,0,8,8,3,1,1,1,0,19,12.7,-6
69,67,3/18/2011,26-078,2011,26,MIA,Away,ATL,W (+21),1,30:54:00,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,2,43,32.2,23
70,68,3/19/2011,26-079,2011,26,MIA,Home,DEN,W (+5),1,40:40:00,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,3,33,20.5,16
71,69,3/23/2011,26-083,2011,26,MIA,Away,DET,W (+6),1,42:05:00,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,3,19,14.9,6
72,70,3/25/2011,26-085,2011,26,MIA,Home,PHI,W (+12),1,41:01:00,11,17,0.647,1,4,0.25,9,9,1,2,8,10,2,3,1,4,3,32,28.2,17
73,71,3/27/2011,26-087,2011,26,MIA,Home,HOU,W (+6),1,40:27:00,13,21,0.619,0,1,0,7,9,0.778,1,9,10,7,0,0,2,1,33,28.6,5
74,72,3/29/2011,26-089,2011,26,MIA,Away,CLE,L (-12),1,43:17:00,10,21,0.476,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,3,27,21.9,-9
75,73,3/30/2011,26-090,2011,26,MIA,Away,WAS,W (+16),1,43:49:00,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,3,35,34.6,20
76,74,4/1/2011,26-092,2011,26,MIA,Away,MIN,W (+19),1,42:53:00,11,20,0.55,0,1,0,5,7,0.714,2,4,6,10,3,1,3,2,27,26.1,15
77,75,4/3/2011,26-094,2011,26,MIA,Away,NJN,W (+14),1,38:55:00,13,18,0.722,0,2,0,5,8,0.625,2,9,11,7,3,0,7,2,31,26.6,13
78,76,4/6/2011,26-097,2011,26,MIA,Home,MIL,L (-5),1,39:25:00,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,2,29,22,-10
79,77,4/8/2011,26-099,2011,26,MIA,Home,CHA,W (+9),1,37:23:00,9,16,0.563,0,1,0,5,6,0.833,1,6,7,9,2,1,1,2,23,24.7,12
80,78,4/10/2011,26-101,2011,26,MIA,Home,BOS,W (+23),1,37:11:00,11,19,0.579,0,2,0,5,9,0.556,0,5,5,7,4,1,4,1,27,23.2,24
81,79,4/11/2011,26-102,2011,26,MIA,Away,ATL,W (+8),1,42:39:00,10,21,0.476,2,4,0.5,12,14,0.857,1,9,10,7,3,0,7,1,34,26.4,7
82,,4/13/2011,26-104,2011,26,MIA,Away,TOR,W (+18),,,,,,,,,,,,,,,,,,,,,,
1,1,12/25/2011,26-360,2011,26,MIA,Away,DAL,W (+11),1,36:16:00,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,3,37,34.1,27
2,2,12/27/2011,26-362,2011,26,MIA,Home,BOS,W (+8),1,36:00:00,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,3,26,23.6,-7
3,3,12/28/2011,26-363,2011,26,MIA,Away,CHA,W (+1),1,38:49:00,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,0,35,33.2,5
4,4,12/30/2011,27-000,2011,27,MIA,Away,MIN,W (+2),1,37:13:00,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,31.1,14
5,5,1/1/2012,27-002,2012,27,MIA,Home,CHA,W (+39),1,28:02:00,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,2,16,15,24
6,6,1/2/2012,27-003,2012,27,MIA,Home,ATL,L (-8),1,38:33:00,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,1,28,21.3,-1
7,7,1/4/2012,27-005,2012,27,MIA,Home,IND,W (+35),1,37:41:00,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,2,33,33.8,31
8,,1/5/2012,27-006,2012,27,MIA,Away,ATL,W (+7),,,,,,,,,,,,,,,,,,,,,,
9,8,1/7/2012,27-008,2012,27,MIA,Away,NJN,W (+11),1,37:23:00,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,32,26,7
10,9,1/10/2012,27-011,2012,27,MIA,Away,GSW,L (-5),1,42:33:00,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,21.1,-5
11,10,1/11/2012,27-012,2012,27,MIA,Away,LAC,L (-6),1,41:53:00,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,23,12.9,-9
12,11,1/13/2012,27-014,2012,27,MIA,Away,DEN,L (-13),1,37:11:00,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,35,29,-16
13,12,1/17/2012,27-018,2012,27,MIA,Home,SAS,W (+22),1,34:53:00,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,26.4,19
14,13,1/19/2012,27-020,2012,27,MIA,Home,LAL,W (+11),1,37:13:00,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,26.8,0
15,14,1/21/2012,27-022,2012,27,MIA,Home,PHI,W (+21),1,35:47:00,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,1,28,28.8,9
16,15,1/22/2012,27-023,2012,27,MIA,Home,MIL,L (-9),1,37:22:00,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,28,24.4,-4
17,16,1/24/2012,27-025,2012,27,MIA,Home,CLE,W (+7),1,37:48:00,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,7.3,9
18,17,1/25/2012,27-026,2012,27,MIA,Away,DET,W (+3),1,41:39:00,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,25.1,6
19,18,1/27/2012,27-028,2012,27,MIA,Home,NYK,W (+10),1,40:17:00,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,25.3,4
20,19,1/29/2012,27-030,2012,27,MIA,Home,CHI,W (+4),1,40:58:00,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,35,22.8,3
21,20,1/30/2012,27-031,2012,27,MIA,Home,NOH,W (+14),1,29:44:00,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,22,23.1,29
22,21,2/1/2012,27-033,2012,27,MIA,Away,MIL,L (-8),1,40:17:00,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,40,28.5,-6
23,22,2/3/2012,27-035,2012,27,MIA,Away,PHI,W (+20),1,37:13:00,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,18,19
24,23,2/5/2012,27-037,2012,27,MIA,Home,TOR,W (+6),1,38:29:00,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,30,21,11
25,24,2/7/2012,27-039,2012,27,MIA,Home,CLE,W (+16),1,38:40:00,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,24,17.7,5
26,25,2/8/2012,27-040,2012,27,MIA,Away,ORL,L (-13),1,39:15:00,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,16.1,-1
27,26,2/10/2012,27-042,2012,27,MIA,Away,WAS,W (+17),1,33:17:00,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,18,17.1,14
28,27,2/12/2012,27-044,2012,27,MIA,Away,ATL,W (+20),1,30:26:00,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,23,22,26
29,28,2/13/2012,27-045,2012,27,MIA,Away,MIL,W (+18),1,32:54:00,16,21,0.762,0,0,,3,3,1,3,5,8,3,1,0,2,3,35,30.2,14
30,29,2/14/2012,27-046,2012,27,MIA,Away,IND,W (+15),1,33:24:00,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,2,23,24.5,27
31,30,2/17/2012,27-049,2012,27,MIA,Away,CLE,W (+24),1,30:08:00,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,23.8,27
32,31,2/19/2012,27-051,2012,27,MIA,Home,ORL,W (+12),1,36:38:00,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,2,25,26.9,23
33,32,2/21/2012,27-053,2012,27,MIA,Home,SAC,W (+12),1,33:13:00,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,17.9,7
34,33,2/23/2012,27-055,2012,27,MIA,Home,NYK,W (+14),1,40:41:00,7,16,0.438,0,0,,6,6,1,1,8,9,8,5,2,4,3,20,21.5,12
35,34,3/1/2012,27-062,2012,27,MIA,Away,POR,W (+14),1,41:02:00,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,1,38,40.6,8
36,35,3/2/2012,27-063,2012,27,MIA,Away,UTA,L (-1),1,44:24:00,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,2,35,33.1,7
37,36,3/4/2012,27-065,2012,27,MIA,Away,LAL,L (-10),1,43:02:00,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,1,25,23.4,-13
38,37,3/6/2012,27-067,2012,27,MIA,Home,NJN,W (+30),1,29:36:00,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,19.2,20
39,38,3/7/2012,27-068,2012,27,MIA,Home,ATL,W (+3),1,41:40:00,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,26.9,7
40,39,3/10/2012,27-071,2012,27,MIA,Home,IND,W (+2),1,47:06:00,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,27,20.4,3
41,40,3/13/2012,27-074,2012,27,MIA,Away,ORL,L (-6),1,42:25:00,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,13.6,0
42,41,3/14/2012,27-075,2012,27,MIA,Away,CHI,L (-4),1,39:38:00,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,35,29,5
43,42,3/16/2012,27-077,2012,27,MIA,Away,PHI,W (+6),1,38:15:00,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,29,29.5,10
44,43,3/18/2012,27-079,2012,27,MIA,Home,ORL,W (+10),1,38:58:00,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,12.9,13
45,44,3/20/2012,27-081,2012,27,MIA,Home,PHO,W (+4),1,37:54:00,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,20,16.4,15
46,45,3/23/2012,27-084,2012,27,MIA,Away,DET,W (+15),1,37:26:00,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,17.4,8
47,46,3/25/2012,27-086,2012,27,MIA,Away,OKC,L (-16),1,39:36:00,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,10.6,-10
48,47,3/26/2012,27-087,2012,27,MIA,Away,IND,L (-15),1,40:49:00,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,24,11.6,-14
49,48,3/29/2012,27-090,2012,27,MIA,Home,DAL,W (+21),1,36:13:00,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,16.2,9
